reclon,reclat,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.8115113,42.94895725,0,0,3631,208.6756713,2020/10/14 22:40:34+00,,,,,,,,,,,,,,,,,,,,,
-78.81148674,42.94896287,0,0,3632,208.2793565,2020/10/14 22:40:35+00,,,,,,,,,,,,,,,,,,,,,
-78.81144286,42.94896383,0,0,3633,208.0435937,2020/10/14 22:40:37+00,,,,,,,,,,,,,,,,,,,,,
-78.81141798,42.9489568,0,0,3634,208.1458121,2020/10/14 22:40:38+00,,,,,,,,,,,,,,,,,,,,,
-78.81137253,42.94895492,0,0,3635,207.8471926,2020/10/14 22:40:40+00,,,,,,,,,,,,,,,,,,,,,
-78.8113416,42.94895577,0,0,3636,207.94331,2020/10/14 22:40:42+00,,,,,,,,,,,,,,,,,,,,,
-78.8113024,42.94895572,0,0,3637,207.8451543,2020/10/14 22:40:44+00,,,,,,,,,,,,,,,,,,,,,
-78.81127548,42.94895727,0,0,3638,207.1712109,2020/10/14 22:40:45+00,,,,,,,,,,,,,,,,,,,,,
-78.81123218,42.94894912,0,0,3639,207.9865684,2020/10/14 22:40:47+00,,,,,,,,,,,,,,,,,,,,,
-78.81118884,42.94895337,0,0,3640,208.1165701,2020/10/14 22:40:49+00,,,,,,,,,,,,,,,,,,,,,
-78.81116123,42.94895259,0,0,3641,207.6555976,2020/10/14 22:40:50+00,,,,,,,,,,,,,,,,,,,,,
-78.81111129,42.9489526,0,0,3642,208.4989945,2020/10/14 22:40:52+00,,,,,,,,,,,,,,,,,,,,,
-78.81106263,42.94894635,0,0,3643,208.4777519,2020/10/14 22:40:54+00,,,,,,,,,,,,,,,,,,,,,
-78.81101965,42.94894548,0,0,3644,208.903467,2020/10/14 22:40:56+00,,,,,,,,,,,,,,,,,,,,,
-78.8109759,42.94895438,0,0,3645,208.0090458,2020/10/14 22:40:58+00,,,,,,,,,,,,,,,,,,,,,
-78.81094039,42.94895997,0,0,3646,208.6339265,2020/10/14 22:41:00+00,,,,,,,,,,,,,,,,,,,,,
-78.81090207,42.94895633,0,0,3647,207.5169719,2020/10/14 22:41:02+00,,,,,,,,,,,,,,,,,,,,,
-78.81086595,42.94895713,0,0,3648,208.0223861,2020/10/14 22:41:04+00,,,,,,,,,,,,,,,,,,,,,
-78.81083423,42.94895805,0,0,3649,208.2970542,2020/10/14 22:41:06+00,,,,,,,,,,,,,,,,,,,,,
-78.8107945,42.94895891,0,0,3650,207.9714321,2020/10/14 22:41:07+00,,,,,,,,,,,,,,,,,,,,,
-78.81076073,42.94895939,0,0,3651,208.2494298,2020/10/14 22:41:08+00,,,,,,,,,,,,,,,,,,,,,
-78.8107361,42.94894803,0,0,3652,208.0674618,2020/10/14 22:41:09+00,,,,,,,,,,,,,,,,,,,,,
-78.81069856,42.94894711,0,0,3653,207.9514689,2020/10/14 22:41:11+00,,,,,,,,,,,,,,,,,,,,,
-78.81065965,42.94895113,0,0,3654,207.5923243,2020/10/14 22:41:14+00,,,,,,,,,,,,,,,,,,,,,
-78.81063531,42.94894819,0,0,3655,207.6981169,2020/10/14 22:41:15+00,,,,,,,,,,,,,,,,,,,,,
-78.81060661,42.94895079,0,0,3656,207.6029003,2020/10/14 22:41:16+00,,,,,,,,,,,,,,,,,,,,,
-78.81056819,42.94895532,0,0,3657,208.2126633,2020/10/14 22:41:18+00,,,,,,,,,,,,,,,,,,,,,
-78.81052703,42.94896422,0,0,3658,208.6110789,2020/10/14 22:41:20+00,,,,,,,,,,,,,,,,,,,,,
-78.81048301,42.9489491,0,0,3659,208.2600317,2020/10/14 22:41:22+00,,,,,,,,,,,,,,,,,,,,,
-78.81045276,42.94894969,0,0,3660,208.0038446,2020/10/14 22:41:23+00,,,,,,,,,,,,,,,,,,,,,
-78.8104067,42.94894949,0,0,3661,209.3290788,2020/10/14 22:41:25+00,,,,,,,,,,,,,,,,,,,,,
-78.81035927,42.94895609,0,0,3662,207.9604681,2020/10/14 22:41:27+00,,,,,,,,,,,,,,,,,,,,,
-78.81031808,42.94895656,0,0,3663,208.6246094,2020/10/14 22:41:29+00,,,,,,,,,,,,,,,,,,,,,
-78.81028029,42.94894569,0,0,3664,208.268,2020/10/14 22:41:31+00,,,,,,,,,,,,,,,,,,,,,
-78.81023942,42.94894998,0,0,3665,207.8500068,2020/10/14 22:41:33+00,,,,,,,,,,,,,,,,,,,,,
-78.81019805,42.94894816,0,0,3666,208.1157028,2020/10/14 22:41:35+00,,,,,,,,,,,,,,,,,,,,,
-78.81015964,42.94895143,0,0,3667,209.0201412,2020/10/14 22:41:37+00,,,,,,,,,,,,,,,,,,,,,
-78.81012126,42.94895553,0,0,3668,208.663594,2020/10/14 22:41:39+00,,,,,,,,,,,,,,,,,,,,,
-78.81008113,42.94895374,0,0,3669,208.9761231,2020/10/14 22:41:41+00,,,,,,,,,,,,,,,,,,,,,
-78.81005018,42.9489611,0,0,3670,208.3876134,2020/10/14 22:41:42+00,,,,,,,,,,,,,,,,,,,,,
-78.81002425,42.94896532,0,0,3671,207.9338672,2020/10/14 22:41:43+00,,,,,,,,,,,,,,,,,,,,,
-78.80999929,42.94897161,0,0,3672,207.6620686,2020/10/14 22:41:44+00,,,,,,,,,,,,,,,,,,,,,
-78.80995686,42.94896483,0,0,3673,208.0196394,2020/10/14 22:41:46+00,,,,,,,,,,,,,,,,,,,,,
-78.80991826,42.94896672,0,0,3674,207.8104548,2020/10/14 22:41:48+00,,,,,,,,,,,,,,,,,,,,,
-78.80988492,42.94895955,0,0,3675,209.1184702,2020/10/14 22:41:50+00,,,,,,,,,,,,,,,,,,,,,
-78.80983755,42.94895665,0,0,3676,208.6285497,2020/10/14 22:41:52+00,,,,,,,,,,,,,,,,,,,,,
-78.80978906,42.94894879,0,0,3677,208.178968,2020/10/14 22:41:54+00,,,,,,,,,,,,,,,,,,,,,
-78.809764,42.94894717,0,0,3678,208.5158054,2020/10/14 22:41:55+00,,,,,,,,,,,,,,,,,,,,,
-78.80972877,42.94893851,0,0,3679,209.3040324,2020/10/14 22:41:57+00,,,,,,,,,,,,,,,,,,,,,
-78.80969598,42.94893856,0,0,3680,209.4136277,2020/10/14 22:41:59+00,,,,,,,,,,,,,,,,,,,,,
-78.80965265,42.9489409,0,0,3681,209.0574761,2020/10/14 22:42:01+00,,,,,,,,,,,,,,,,,,,,,
-78.80959959,42.94893963,0,0,3682,209.2828813,2020/10/14 22:42:03+00,,,,,,,,,,,,,,,,,,,,,
-78.80955774,42.94894297,0,0,3683,209.3463578,2020/10/14 22:42:05+00,,,,,,,,,,,,,,,,,,,,,
-78.80951726,42.94895311,0,0,3684,208.6824924,2020/10/14 22:42:07+00,,,,,,,,,,,,,,,,,,,,,
-78.80949479,42.94896575,0,0,3685,208.703606,2020/10/14 22:42:09+00,,,,,,,,,,,,,,,,,,,,,
-78.80945294,42.94895944,0,0,3686,208.604056,2020/10/14 22:42:11+00,,,,,,,,,,,,,,,,,,,,,
-78.80942384,42.94895767,0,0,3687,208.1730849,2020/10/14 22:42:12+00,,,,,,,,,,,,,,,,,,,,,
-78.80938849,42.94895887,0,0,3688,209.2925063,2020/10/14 22:42:14+00,,,,,,,,,,,,,,,,,,,,,
-78.8093516,42.94896502,0,0,3689,209.490839,2020/10/14 22:42:16+00,,,,,,,,,,,,,,,,,,,,,
-78.80931693,42.9489613,0,0,3690,209.6972609,2020/10/14 22:42:18+00,,,,,,,,,,,,,,,,,,,,,
-78.80927872,42.94895961,0,0,3691,209.1352233,2020/10/14 22:42:20+00,,,,,,,,,,,,,,,,,,,,,
-78.80925331,42.94896112,0,0,3692,209.258177,2020/10/14 22:42:22+00,,,,,,,,,,,,,,,,,,,,,
-78.80922416,42.94895958,0,0,3693,209.026554,2020/10/14 22:42:23+00,,,,,,,,,,,,,,,,,,,,,
-78.80917586,42.94896584,0,0,3694,210.0583597,2020/10/14 22:42:25+00,,,,,,,,,,,,,,,,,,,,,
-78.80914899,42.94897213,0,0,3695,209.9603649,2020/10/14 22:42:26+00,,,,,,,,,,,,,,,,,,,,,
-78.80912523,42.94897658,0,0,3696,210.1288861,2020/10/14 22:42:27+00,,,,,,,,,,,,,,,,,,,,,
-78.80907693,42.94897888,0,0,3697,209.5423827,2020/10/14 22:42:29+00,,,,,,,,,,,,,,,,,,,,,
-78.80903089,42.94897961,0,0,3698,209.340252,2020/10/14 22:42:31+00,,,,,,,,,,,,,,,,,,,,,
-78.80900031,42.94898172,0,0,3699,209.3386715,2020/10/14 22:42:32+00,,,,,,,,,,,,,,,,,,,,,
-78.80897414,42.9489783,0,0,3700,209.0083673,2020/10/14 22:42:33+00,,,,,,,,,,,,,,,,,,,,,
-78.80894564,42.9489728,0,0,3701,208.6933007,2020/10/14 22:42:34+00,,,,,,,,,,,,,,,,,,,,,
-78.80890552,42.94897544,0,0,3702,209.1538362,2020/10/14 22:42:36+00,,,,,,,,,,,,,,,,,,,,,
-78.80887617,42.9489791,0,0,3703,208.9902907,2020/10/14 22:42:37+00,,,,,,,,,,,,,,,,,,,,,
-78.80884155,42.94898367,0,0,3704,209.0964827,2020/10/14 22:42:39+00,,,,,,,,,,,,,,,,,,,,,
-78.80879813,42.94897051,0,0,3705,209.2404138,2020/10/14 22:42:41+00,,,,,,,,,,,,,,,,,,,,,
-78.80876702,42.94896955,0,0,3706,209.0622696,2020/10/14 22:42:43+00,,,,,,,,,,,,,,,,,,,,,
-78.80872843,42.94896533,0,0,3707,209.0105572,2020/10/14 22:42:46+00,,,,,,,,,,,,,,,,,,,,,
-78.80870424,42.94895792,0,0,3708,209.0803637,2020/10/14 22:42:47+00,,,,,,,,,,,,,,,,,,,,,
-78.80865791,42.94895855,0,0,3709,208.3692903,2020/10/14 22:42:49+00,,,,,,,,,,,,,,,,,,,,,
-78.80862281,42.94896038,0,0,3710,208.1535523,2020/10/14 22:42:51+00,,,,,,,,,,,,,,,,,,,,,
-78.80859393,42.94895507,0,0,3711,209.0719241,2020/10/14 22:42:53+00,,,,,,,,,,,,,,,,,,,,,
-78.80856797,42.9489524,0,0,3712,208.6415498,2020/10/14 22:42:54+00,,,,,,,,,,,,,,,,,,,,,
-78.80854026,42.94895148,0,0,3713,208.7309879,2020/10/14 22:42:55+00,,,,,,,,,,,,,,,,,,,,,
-78.80851503,42.94895398,0,0,3714,208.934956,2020/10/14 22:42:56+00,,,,,,,,,,,,,,,,,,,,,
-78.80846626,42.94895578,0,0,3715,209.5508224,2020/10/14 22:42:58+00,,,,,,,,,,,,,,,,,,,,,
-78.8084403,42.94894993,0,0,3716,209.8143326,2020/10/14 22:42:59+00,,,,,,,,,,,,,,,,,,,,,
-78.80841528,42.94895213,0,0,3717,209.332322,2020/10/14 22:43:00+00,,,,,,,,,,,,,,,,,,,,,
-78.80837559,42.94895124,0,0,3718,208.6730256,2020/10/14 22:43:02+00,,,,,,,,,,,,,,,,,,,,,
-78.808348,42.94895387,0,0,3719,208.8758311,2020/10/14 22:43:03+00,,,,,,,,,,,,,,,,,,,,,
-78.80831499,42.9489566,0,0,3720,209.013924,2020/10/14 22:43:05+00,,,,,,,,,,,,,,,,,,,,,
-78.80828484,42.94895534,0,0,3721,208.9528597,2020/10/14 22:43:07+00,,,,,,,,,,,,,,,,,,,,,
-78.80824747,42.94895237,0,0,3722,208.9190619,2020/10/14 22:43:09+00,,,,,,,,,,,,,,,,,,,,,
-78.80820395,42.94896063,0,0,3723,208.8834771,2020/10/14 22:43:11+00,,,,,,,,,,,,,,,,,,,,,
-78.80815939,42.94896515,0,0,3724,208.0100241,2020/10/14 22:43:13+00,,,,,,,,,,,,,,,,,,,,,
-78.80813056,42.94895444,0,0,3725,209.3010348,2020/10/14 22:43:15+00,,,,,,,,,,,,,,,,,,,,,
-78.8080947,42.94896009,0,0,3726,208.5566924,2020/10/14 22:43:17+00,,,,,,,,,,,,,,,,,,,,,
-78.80804534,42.94895759,0,0,3727,209.2417775,2020/10/14 22:43:19+00,,,,,,,,,,,,,,,,,,,,,
-78.80801059,42.94895741,0,0,3728,209.5818599,2020/10/14 22:43:20+00,,,,,,,,,,,,,,,,,,,,,
-78.80797896,42.94895718,0,0,3729,209.5093754,2020/10/14 22:43:22+00,,,,,,,,,,,,,,,,,,,,,
-78.80795008,42.94896043,0,0,3730,210.1229481,2020/10/14 22:43:24+00,,,,,,,,,,,,,,,,,,,,,
-78.80791155,42.94896078,0,0,3731,209.619828,2020/10/14 22:43:26+00,,,,,,,,,,,,,,,,,,,,,
-78.80787905,42.94896194,0,0,3732,209.6770827,2020/10/14 22:43:27+00,,,,,,,,,,,,,,,,,,,,,
-78.80782696,42.94896614,0,0,3733,209.521467,2020/10/14 22:43:29+00,,,,,,,,,,,,,,,,,,,,,
-78.80778151,42.94896436,0,0,3734,209.1791125,2020/10/14 22:43:31+00,,,,,,,,,,,,,,,,,,,,,
-78.80773089,42.94896124,0,0,3735,208.3104811,2020/10/14 22:43:33+00,,,,,,,,,,,,,,,,,,,,,
-78.80770319,42.94896336,0,0,3736,209.5681737,2020/10/14 22:43:34+00,,,,,,,,,,,,,,,,,,,,,
-78.80767824,42.94896288,0,0,3737,210.0807833,2020/10/14 22:43:35+00,,,,,,,,,,,,,,,,,,,,,
-78.80764723,42.94896505,0,0,3738,210.0555326,2020/10/14 22:43:36+00,,,,,,,,,,,,,,,,,,,,,
-78.8076194,42.94897126,0,0,3739,209.0437767,2020/10/14 22:43:37+00,,,,,,,,,,,,,,,,,,,,,
-78.80758488,42.94897399,0,0,3740,208.703643,2020/10/14 22:43:39+00,,,,,,,,,,,,,,,,,,,,,
-78.80754877,42.94897235,0,0,3741,209.6350575,2020/10/14 22:43:41+00,,,,,,,,,,,,,,,,,,,,,
-78.80752181,42.94896708,0,0,3742,209.1567272,2020/10/14 22:43:42+00,,,,,,,,,,,,,,,,,,,,,
-78.80749262,42.94895673,0,0,3743,208.7359283,2020/10/14 22:43:44+00,,,,,,,,,,,,,,,,,,,,,
-78.80746312,42.94896218,0,0,3744,209.3940751,2020/10/14 22:43:46+00,,,,,,,,,,,,,,,,,,,,,
-78.80743677,42.94896603,0,0,3745,209.5687704,2020/10/14 22:43:47+00,,,,,,,,,,,,,,,,,,,,,
-78.80740887,42.94895818,0,0,3746,210.096992,2020/10/14 22:43:49+00,,,,,,,,,,,,,,,,,,,,,
-78.80738073,42.94895902,0,0,3747,209.7855086,2020/10/14 22:43:51+00,,,,,,,,,,,,,,,,,,,,,
-78.80733149,42.94895581,0,0,3748,209.4682517,2020/10/14 22:43:53+00,,,,,,,,,,,,,,,,,,,,,
-78.80730276,42.94894643,0,0,3749,209.0156539,2020/10/14 22:43:54+00,,,,,,,,,,,,,,,,,,,,,
-78.80728028,42.94893513,0,0,3750,208.87448,2020/10/14 22:43:55+00,,,,,,,,,,,,,,,,,,,,,
-78.80726111,42.94890709,0,0,3751,208.6450192,2020/10/14 22:43:57+00,,,,,,,,,,,,,,,,,,,,,
-78.80724295,42.94887783,0,0,3752,209.0897294,2020/10/14 22:43:59+00,,,,,,,,,,,,,,,,,,,,,
-78.80721941,42.94886204,0,0,3753,209.0517166,2020/10/14 22:44:01+00,,,,,,,,,,,,,,,,,,,,,
-78.80719074,42.94885277,0,0,3754,209.3503045,2020/10/14 22:44:03+00,,,,,,,,,,,,,,,,,,,,,
-78.80715756,42.94885654,0,0,3755,209.3176168,2020/10/14 22:44:05+00,,,,,,,,,,,,,,,,,,,,,
-78.80711744,42.94885863,0,0,3756,209.2644154,2020/10/14 22:44:07+00,,,,,,,,,,,,,,,,,,,,,
-78.80707596,42.94886584,0,0,3757,208.6756236,2020/10/14 22:44:09+00,,,,,,,,,,,,,,,,,,,,,
-78.80704661,42.94886408,0,0,3758,208.6110122,2020/10/14 22:44:11+00,,,,,,,,,,,,,,,,,,,,,
-78.80701605,42.94885628,0,0,3759,208.8038054,2020/10/14 22:44:12+00,,,,,,,,,,,,,,,,,,,,,
-78.80697953,42.94884523,0,0,3760,209.3016985,2020/10/14 22:44:13+00,,,,,,,,,,,,,,,,,,,,,
-78.80693757,42.94882656,0,0,3761,209.5161173,2020/10/14 22:44:15+00,,,,,,,,,,,,,,,,,,,,,
-78.8069104,42.94881736,0,0,3762,209.2586036,2020/10/14 22:44:16+00,,,,,,,,,,,,,,,,,,,,,
-78.80688866,42.94880265,0,0,3763,209.4003261,2020/10/14 22:44:17+00,,,,,,,,,,,,,,,,,,,,,
-78.80686409,42.94877994,0,0,3764,208.378839,2020/10/14 22:44:19+00,,,,,,,,,,,,,,,,,,,,,
-78.80683717,42.9487605,0,0,3765,209.3733159,2020/10/14 22:44:20+00,,,,,,,,,,,,,,,,,,,,,
-78.8068226,42.94874595,0,0,3766,209.6024982,2020/10/14 22:44:21+00,,,,,,,,,,,,,,,,,,,,,
-78.80680858,42.94872038,0,0,3767,208.4022927,2020/10/14 22:44:23+00,,,,,,,,,,,,,,,,,,,,,
-78.80680405,42.94868742,0,0,3768,208.7341839,2020/10/14 22:44:25+00,,,,,,,,,,,,,,,,,,,,,
-78.80680858,42.9486613,0,0,3769,209.8748784,2020/10/14 22:44:27+00,,,,,,,,,,,,,,,,,,,,,
-78.8068109,42.9486359,0,0,3770,209.7508125,2020/10/14 22:44:29+00,,,,,,,,,,,,,,,,,,,,,
-78.80681212,42.94861628,0,0,3771,209.0656573,2020/10/14 22:44:30+00,,,,,,,,,,,,,,,,,,,,,
-78.80681485,42.94858466,0,0,3772,209.8315471,2020/10/14 22:44:32+00,,,,,,,,,,,,,,,,,,,,,
-78.80679392,42.94857519,0,0,3773,208.6614752,2020/10/14 22:44:33+00,,,,,,,,,,,,,,,,,,,,,
-78.80678846,42.94854827,0,0,3774,209.2490405,2020/10/14 22:44:35+00,,,,,,,,,,,,,,,,,,,,,
-78.80678928,42.94851337,0,0,3775,208.6802122,2020/10/14 22:44:37+00,,,,,,,,,,,,,,,,,,,,,
-78.80678701,42.94848505,0,0,3776,209.444961,2020/10/14 22:44:39+00,,,,,,,,,,,,,,,,,,,,,
-78.80678809,42.94846114,0,0,3777,210.0227425,2020/10/14 22:44:41+00,,,,,,,,,,,,,,,,,,,,,
-78.8067929,42.94843458,0,0,3778,208.8788038,2020/10/14 22:44:43+00,,,,,,,,,,,,,,,,,,,,,
-78.80679419,42.9484163,0,0,3779,209.3141643,2020/10/14 22:44:44+00,,,,,,,,,,,,,,,,,,,,,
-78.80680043,42.94839582,0,0,3780,208.9249799,2020/10/14 22:44:45+00,,,,,,,,,,,,,,,,,,,,,
-78.80680961,42.94836999,0,0,3781,209.179797,2020/10/14 22:44:47+00,,,,,,,,,,,,,,,,,,,,,
-78.80681911,42.94833825,0,0,3782,209.0577814,2020/10/14 22:44:49+00,,,,,,,,,,,,,,,,,,,,,
-78.80681428,42.94831388,0,0,3783,208.9862438,2020/10/14 22:44:51+00,,,,,,,,,,,,,,,,,,,,,
-78.80682494,42.94829709,0,0,3784,208.7448519,2020/10/14 22:44:52+00,,,,,,,,,,,,,,,,,,,,,
-78.80682473,42.94827722,0,0,3785,208.6309952,2020/10/14 22:44:53+00,,,,,,,,,,,,,,,,,,,,,
-78.80683526,42.94824403,0,0,3786,208.5514911,2020/10/14 22:44:55+00,,,,,,,,,,,,,,,,,,,,,
-78.80683317,42.94821002,0,0,3787,208.7087063,2020/10/14 22:44:57+00,,,,,,,,,,,,,,,,,,,,,
-78.80684763,42.94817875,0,0,3788,208.922084,2020/10/14 22:44:59+00,,,,,,,,,,,,,,,,,,,,,
-78.80685842,42.948146,0,0,3789,209.6477932,2020/10/14 22:45:01+00,,,,,,,,,,,,,,,,,,,,,
-78.80685675,42.94811816,0,0,3790,209.286376,2020/10/14 22:45:03+00,,,,,,,,,,,,,,,,,,,,,
-78.80685055,42.94809291,0,0,3791,208.1103904,2020/10/14 22:45:05+00,,,,,,,,,,,,,,,,,,,,,
-78.80685141,42.94806593,0,0,3792,209.5499159,2020/10/14 22:45:08+00,,,,,,,,,,,,,,,,,,,,,
-78.8068508,42.94804077,0,0,3793,209.5993792,2020/10/14 22:45:10+00,,,,,,,,,,,,,,,,,,,,,
-78.80685136,42.94802056,0,0,3794,208.6511371,2020/10/14 22:45:11+00,,,,,,,,,,,,,,,,,,,,,
-78.80684999,42.94800037,0,0,3795,209.3158198,2020/10/14 22:45:12+00,,,,,,,,,,,,,,,,,,,,,
-78.80684114,42.94796542,0,0,3796,209.1445216,2020/10/14 22:45:14+00,,,,,,,,,,,,,,,,,,,,,
-78.80684996,42.9479474,0,0,3797,208.4372123,2020/10/14 22:45:16+00,,,,,,,,,,,,,,,,,,,,,
-78.80685595,42.94791751,0,0,3798,209.3532983,2020/10/14 22:45:18+00,,,,,,,,,,,,,,,,,,,,,
-78.80685898,42.947892,0,0,3799,209.6295783,2020/10/14 22:45:19+00,,,,,,,,,,,,,,,,,,,,,
-78.80686253,42.94787319,0,0,3800,209.4604767,2020/10/14 22:45:20+00,,,,,,,,,,,,,,,,,,,,,
-78.80686425,42.94783714,0,0,3801,209.524872,2020/10/14 22:45:22+00,,,,,,,,,,,,,,,,,,,,,
-78.80687395,42.94781882,0,0,3802,209.260438,2020/10/14 22:45:23+00,,,,,,,,,,,,,,,,,,,,,
-78.80687988,42.94778458,0,0,3803,209.3533434,2020/10/14 22:45:25+00,,,,,,,,,,,,,,,,,,,,,
-78.80687394,42.94775306,0,0,3804,210.1242682,2020/10/14 22:45:27+00,,,,,,,,,,,,,,,,,,,,,
-78.80688661,42.94772812,0,0,3805,208.6596656,2020/10/14 22:45:29+00,,,,,,,,,,,,,,,,,,,,,
-78.80689622,42.94771044,0,0,3806,207.9041888,2020/10/14 22:45:30+00,,,,,,,,,,,,,,,,,,,,,
-78.80689747,42.94767931,0,0,3807,209.4685053,2020/10/14 22:45:32+00,,,,,,,,,,,,,,,,,,,,,
-78.80691066,42.9476528,0,0,3808,207.9044813,2020/10/14 22:45:34+00,,,,,,,,,,,,,,,,,,,,,
-78.80690495,42.94761908,0,0,3809,208.9789474,2020/10/14 22:45:36+00,,,,,,,,,,,,,,,,,,,,,
-78.80689916,42.9475816,0,0,3810,208.7964176,2020/10/14 22:45:38+00,,,,,,,,,,,,,,,,,,,,,
-78.80689875,42.94754926,0,0,3811,208.3089039,2020/10/14 22:45:40+00,,,,,,,,,,,,,,,,,,,,,
-78.80688846,42.94752108,0,0,3812,208.7645702,2020/10/14 22:45:42+00,,,,,,,,,,,,,,,,,,,,,
-78.8068803,42.94749844,0,0,3813,209.3790676,2020/10/14 22:45:43+00,,,,,,,,,,,,,,,,,,,,,
-78.80688029,42.94747137,0,0,3814,208.7856743,2020/10/14 22:45:45+00,,,,,,,,,,,,,,,,,,,,,
-78.80688612,42.94744461,0,0,3815,208.4728439,2020/10/14 22:45:47+00,,,,,,,,,,,,,,,,,,,,,
-78.80688373,42.94741292,0,0,3816,209.4022275,2020/10/14 22:45:49+00,,,,,,,,,,,,,,,,,,,,,
-78.80688598,42.9473936,0,0,3817,209.7319734,2020/10/14 22:45:50+00,,,,,,,,,,,,,,,,,,,,,
-78.80687393,42.94736827,0,0,3818,209.1036349,2020/10/14 22:45:53+00,,,,,,,,,,,,,,,,,,,,,
-78.80685175,42.94735708,0,0,3819,208.7445272,2020/10/14 22:45:54+00,,,,,,,,,,,,,,,,,,,,,
-78.80681764,42.94734881,0,0,3820,209.3041537,2020/10/14 22:45:56+00,,,,,,,,,,,,,,,,,,,,,
-78.80678161,42.94733959,0,0,3821,209.0813713,2020/10/14 22:45:58+00,,,,,,,,,,,,,,,,,,,,,
-78.80675209,42.947336,0,0,3822,209.0909097,2020/10/14 22:46:00+00,,,,,,,,,,,,,,,,,,,,,
-78.80671277,42.94732537,0,0,3823,209.6892451,2020/10/14 22:46:02+00,,,,,,,,,,,,,,,,,,,,,
-78.80667487,42.9473252,0,0,3824,208.9664166,2020/10/14 22:46:04+00,,,,,,,,,,,,,,,,,,,,,
-78.80663213,42.94733297,0,0,3825,207.8158143,2020/10/14 22:46:06+00,,,,,,,,,,,,,,,,,,,,,
-78.80660738,42.94733749,0,0,3826,207.4933453,2020/10/14 22:46:07+00,,,,,,,,,,,,,,,,,,,,,
-78.80657652,42.94734336,0,0,3827,209.5076137,2020/10/14 22:46:08+00,,,,,,,,,,,,,,,,,,,,,
-78.80655015,42.94733964,0,0,3828,209.6886633,2020/10/14 22:46:09+00,,,,,,,,,,,,,,,,,,,,,
-78.80652488,42.94734022,0,0,3829,209.1976844,2020/10/14 22:46:10+00,,,,,,,,,,,,,,,,,,,,,
-78.80647996,42.94734379,0,0,3830,209.4462523,2020/10/14 22:46:12+00,,,,,,,,,,,,,,,,,,,,,
-78.8064334,42.94735012,0,0,3831,209.5688501,2020/10/14 22:46:14+00,,,,,,,,,,,,,,,,,,,,,
-78.80639014,42.94734107,0,0,3832,209.2429359,2020/10/14 22:46:16+00,,,,,,,,,,,,,,,,,,,,,
-78.80636589,42.94734377,0,0,3833,209.3104542,2020/10/14 22:46:17+00,,,,,,,,,,,,,,,,,,,,,
-78.80631803,42.94735045,0,0,3834,210.1396567,2020/10/14 22:46:19+00,,,,,,,,,,,,,,,,,,,,,
-78.80627364,42.94735499,0,0,3835,208.7961266,2020/10/14 22:46:21+00,,,,,,,,,,,,,,,,,,,,,
-78.80623886,42.94735377,0,0,3836,208.6580251,2020/10/14 22:46:23+00,,,,,,,,,,,,,,,,,,,,,
-78.80620773,42.94735732,0,0,3837,208.9854564,2020/10/14 22:46:25+00,,,,,,,,,,,,,,,,,,,,,
-78.80620948,42.9473349,0,0,3838,209.7224802,2020/10/14 22:46:30+00,,,,,,,,,,,,,,,,,,,,,
-78.8061954,42.94735415,0,0,3839,209.4932062,2020/10/14 22:46:39+00,,,,,,,,,,,,,,,,,,,,,
-78.80617625,42.94736544,0,0,3840,209.5992397,2020/10/14 22:46:45+00,,,,,,,,,,,,,,,,,,,,,
-78.80618854,42.94734329,0,0,3841,208.9634219,2020/10/14 22:46:53+00,,,,,,,,,,,,,,,,,,,,,
-78.80618584,42.94731821,0,0,3842,209.0144823,2020/10/14 22:46:54+00,,,,,,,,,,,,,,,,,,,,,
-78.80618504,42.94729543,0,0,3843,209.5176468,2020/10/14 22:46:55+00,,,,,,,,,,,,,,,,,,,,,
-78.80617754,42.94726842,0,0,3844,209.1652664,2020/10/14 22:46:56+00,,,,,,,,,,,,,,,,,,,,,
-78.80617354,42.9472492,0,0,3845,208.7066577,2020/10/14 22:46:57+00,,,,,,,,,,,,,,,,,,,,,
-78.80617324,42.94722733,0,0,3846,208.9184681,2020/10/14 22:47:00+00,,,,,,,,,,,,,,,,,,,,,
-78.80618567,42.94721036,0,0,3847,208.976529,2020/10/14 22:47:08+00,,,,,,,,,,,,,,,,,,,,,
-78.80619028,42.94718696,0,0,3848,208.9944493,2020/10/14 22:47:12+00,,,,,,,,,,,,,,,,,,,,,
-78.80616281,42.94718386,0,0,3849,209.2469287,2020/10/14 22:47:21+00,,,,,,,,,,,,,,,,,,,,,
-78.80613995,42.94719282,0,0,3850,209.2642964,2020/10/14 22:47:26+00,,,,,,,,,,,,,,,,,,,,,
-78.80615786,42.94717811,0,0,3851,209.3323632,2020/10/14 22:47:31+00,,,,,,,,,,,,,,,,,,,,,
-78.80618358,42.9471759,0,0,3852,209.332046,2020/10/14 22:47:36+00,,,,,,,,,,,,,,,,,,,,,
-78.80619502,42.94715747,0,0,3853,209.5960983,2020/10/14 22:47:40+00,,,,,,,,,,,,,,,,,,,,,
-78.80613978,42.94722192,0,0,3854,209.5689753,2020/10/14 22:47:47+00,,,,,,,,,,,,,,,,,,,,,
